JulianDay, ClimateParameter, InputTemperature,InputPrecipitation,InputEvapotranspiration,GreenAreaIndex, SurfaceTemperature, SoilTemperature, CropCoefficient, CropInterception, VolumetricSoilWaterContent, ActualEvapotranspiration, DeepPercolation, ReferenceEvapotranspiration, SoilAvailableWater, WaterStorage, ClimateParamterTemperature, ClimateParameterWater, FieldCapacity, WiltingPoint
270,1.53482456052993,2.83,0.66,0, 5.11583361380311E-08,3.15829653687634,9.92510427832626, 0.800000004348459, 0, 0.374194619555102, 0, 1.12, 0, 0.66, 93.0886548887755, 0.206069960173553, 0.783239588387328, 0.369714619555102, 0.227997481880444
271,1.24105808712831,0.23,0,0, 3.64737243357051E-08,0.256681344165833,8.04890354315722, 0.800000003100267, 0, 0.372354619555102, 0, 0.659999999999997, 0, 0, 92.4286548887755, 0.164605900191253, 0.792861424109199, 0.369714619555102, 0.227997481880444
272,0.940617867672248,2.71,0,0, 2.59176823886771E-08,3.02437583929969,7.07387145664454, 0.800000002203003, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.122622365658364, 0.806666666666667, 0.369714619555102, 0.227997481880444
273,0.79194239223373,2.73,0,0, 1.83554301823751E-08,3.04669595729158,6.29238002784291, 0.800000001560212, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.103240490042106, 0.806666666666667, 0.369714619555102, 0.227997481880444
274,0.682006399441476,4.4,0.01,0, 1.29564290946268E-08,4.91042571997365,6.02420560940908, 0.800000001101297, 0, 0.369714619555102, 0, 0, 0, 0.01, 92.4386548887755, 0.0889088342544616, 0.806666666666667, 0.369714619555102, 0.227997481880444
275,0.64600582839062,6.28,1.76,0, 9.11503687333675E-09,7.00851671069845,6.21521558404806, 0.800000000774778, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 1.76, 94.1886548887755, 0.084237511862857, 0.806457496324887, 0.369714619555102, 0.227997481880444
276,0.640946961743592,7.23,0.82,0, 6.39122178945062E-09,8.06872226511458,6.57489685130654, 0.800000000543254, 0, 0.376754619555102, 0, 1.76000000000001, 0, 0.82, 93.2486548887755, 0.087551792281472, 0.76985268651342, 0.369714619555102, 0.227997481880444
277,0.705475451393291,6.05,1.7,0, 4.4664420072343E-09,6.75183536769235,6.60923256235034, 0.800000000379648, 0, 0.372994619555102, 0, 0.819999999999993, 0, 1.7, 94.1286548887755, 0.0939663296911949, 0.789514698640722, 0.369714619555102, 0.227997481880444
278,0.693604836547361,4.31,0.18,0, 3.11094162435562E-09,4.80998519613746,6.26008055781752, 0.80000000026443, 0, 0.376514619555102, 0, 1.7, 0, 0.18, 92.6086548887755, 0.0945905271095567, 0.771107708564099, 0.369714619555102, 0.227997481880444
279,0.674476543426553,3.79,2.99,0, 2.15960525670457E-09,4.22966215642378,5.86606877917016, 0.800000000183567, 0, 0.370434619555102, 0, 0.180000000000007, 0, 2.99, 95.4186548887755, 0.0883395340864611, 0.80290160051463, 0.369714619555102, 0.227997481880444
280,0.577001020368596,4.36,0.01,0, 1.49420175355892E-09,4.86578548881049,5.67195932953424, 0.800000000127007, 0, 0.381674619555102, 0, 2.98999999999999, 0, 0.01, 92.4386548887755, 0.0815420110242829, 0.744124734474503, 0.369714619555102, 0.227997481880444
281,0.600420212403598,4.82,0,0, 1.03037772000613E-09,5.37914817811568,5.6151380150118, 0.800000000087582, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0, 92.4286548887755, 0.0782932638410568, 0.806457496324887, 0.369714619555102, 0.227997481880444
282,0.593376813363541,4.87,0.16,0, 7.08167560065297E-10,5.43494847050314,5.58017142739013, 0.800000000060194, 0, 0.369714619555102, 0, 0, 0, 0.16, 92.5886548887755, 0.077354759123938, 0.806666666666667, 0.369714619555102, 0.227997481880444
283,0.586524672031671,0.75,0.02,0, 4.85096286024075E-10,0.837004384583294,4.65973863277774, 0.800000000041233, 0, 0.370354619555102, 0, 0.159999999999997, 0, 0.02, 92.4486548887755, 0.0767800366300548, 0.80331994119819, 0.369714619555102, 0.227997481880444
284,0.478582652782883,5.8,0.17,0, 3.31186192540062E-10,6.47283390749156,5.01157788608271, 0.800000000028151, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.17, 92.5986548887755, 0.0624221473021731, 0.806248325983107, 0.369714619555102, 0.227997481880444
285,0.517296140790879,8.21,0,0, 2.25355855416061E-10,9.16240799668507,5.81706504778954, 0.800000000019155, 0, 0.370394619555102, 0, 0.170000000000002, 0, 0, 92.4286548887755, 0.0677351918808906, 0.80311077085641, 0.369714619555102, 0.227997481880444
286,0.619157474589064,6.85,1.63,0, 1.52833241035738E-10,7.64464004598165,6.17171415625486, 0.800000000012991, 0, 0.369714619555102, 0, 0, 0, 1.63, 94.0586548887755, 0.0807156198691562, 0.806666666666667, 0.369714619555102, 0.227997481880444
287,0.637624252013217,4.2,3.21,0, 1.03304478805553E-10,4.68722455375163,5.88364230444111, 0.800000000008781, 0, 0.376234619555102, 0, 1.63, 0, 3.21, 95.6386548887755, 0.086791360465853, 0.772571900956558, 0.369714619555102, 0.227997481880444
288,0.575524084568502,-0.92,0.21,0, 6.95941653363088E-11,-0.184,4.70618915701236, 0.800000000005916, 0, 0.382554619555102, 0, 3.20999999999999, 0, 0.21, 92.6386548887755, 0.0818393935020142, 0.739522986955348, 0.369714619555102, 0.227997481880444
289,0.481480069247172,-1.38,0.03,0, 4.67281795470828E-11,-0.276,3.739373051235, 0.800000000003972, 0, 0.370554619555102, 0, 0.209999999999994, 0, 0.03, 92.4586548887755, 0.0631111545859147, 0.802274089489291, 0.369714619555102, 0.227997481880444
290,0.37979525510824,0.48,0.01,0, 3.12706742191663E-11,0.53568280614488,3.11768261972607, 0.800000000002658, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.01, 92.4386548887755, 0.0495500358111073, 0.806039155641327, 0.369714619555102, 0.227997481880444
291,0.319755505068306,2.21,0.01,0, 2.08568145640938E-11,2.46637291995994,2.9912930572786, 0.800000000001773, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.01, 92.4386548887755, 0.0416953020664053, 0.806457496324887, 0.369714619555102, 0.227997481880444
292,0.308144794573529,5.48,0.09,0, 1.38647188213497E-11,6.11571203682578,3.59760054489896, 0.800000000001179, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.09, 92.5186548887755, 0.0401812950403749, 0.806457496324887, 0.369714619555102, 0.227997481880444
293,0.365039458583121,4.96,0.02,0, 9.18600134618868E-12,5.53538899683624,3.97363706737743, 0.800000000000781, 0, 0.370074619555102, 0, 0.0900000000000034, 0, 0.02, 92.4486548887755, 0.0476991877229611, 0.804784133590648, 0.369714619555102, 0.227997481880444
294,0.403933521128804,5.54,0.04,0, 6.06588670749857E-12,6.18267238759624,4.40231025872457, 0.800000000000516, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.04, 92.4686548887755, 0.0526855656166597, 0.806248325983107, 0.369714619555102, 0.227997481880444
295,0.449599109162529,6.95,0.37,0, 3.9922197283972E-12,7.75624063064948,5.05315545931068, 0.800000000000339, 0, 0.369874619555102, 0, 0.0400000000000063, 0, 0.37, 92.7986548887755, 0.058672230100691, 0.805829985299547, 0.369714619555102, 0.227997481880444
296,0.519480411959425,2.14,0.15,0, 2.6187071255557E-12,2.38825251073251,4.53601911425448, 0.800000000000223, 0, 0.371194619555102, 0, 0.370000000000005, 0, 0.15, 92.5786548887755, 0.0683773801997724, 0.798927364020813, 0.369714619555102, 0.227997481880444
297,0.463087123812921,1.32,0.01,0, 1.71203159479255E-12,1.47312771690049,3.94165132934996, 0.800000000000146, 0, 0.370314619555102, 0, 0.150000000000006, 0, 0.01, 92.4386548887755, 0.0606054481919594, 0.803529111539969, 0.369714619555102, 0.227997481880444
298,0.400711669097686,4.48,0,0, 1.11554982405864E-12,4.99970619069272,4.14697161095939, 0.800000000000095, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0, 92.4286548887755, 0.0522517793117974, 0.806457496324887, 0.369714619555102, 0.227997481880444
299,0.422414530611343,5.83,3.2,0, 7.24466854646193E-13,6.50631408297748,4.60481257787588, 0.800000000000062, 0, 0.369714619555102, 0, 0, 0, 3.2, 95.6286548887755, 0.0550674942633332, 0.806666666666667, 0.369714619555102, 0.227997481880444
300,0.433402437554936,1.1,4.81,0, 4.6892179748164E-13,1.22760643075048,3.94945060893133, 0.80000000000004, 0, 0.382514619555102, 0, 3.2, 0, 4.81, 97.2386548887755, 0.0616123009979819, 0.739732157297127, 0.369714619555102, 0.227997481880444
301,0.35153321668904,-0.13,0,0, 3.02506473759653E-13,-0.026,3.17799662448069, 0.800000000000026, 0, 0.388954619555102, 0, 4.81, 0, 0, 92.4286548887755, 0.0523573867860798, 0.706055732270578, 0.369714619555102, 0.227997481880444
302,0.325456291018746,1.38,0,0, 1.94500748510396E-13,1.54008806766881,2.86015313788836, 0.800000000000017, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.0424276655746256, 0.806666666666667, 0.369714619555102, 0.227997481880444
303,0.296401525200258,5.01,1.4,0, 1.24640801351918E-13,5.59118928914547,3.39012292693133, 0.800000000000011, 0, 0.369714619555102, 0, 0, 0, 1.4, 93.8286548887755, 0.0386399806488337, 0.806666666666667, 0.369714619555102, 0.227997481880444
304,0.333056775311776,4.99,1.24,0, 7.96070516982273E-14,5.56886917222275,3.81291838771781, 0.800000000000007, 0, 0.375314619555102, 0, 1.40000000000001, 0, 1.24, 93.6686548887755, 0.0450540578515269, 0.777382818817493, 0.369714619555102, 0.227997481880444
305,0.375100989755901,1.94,0.5,0, 5.06751681954449E-14,2.16505134150544,3.49314241168393, 0.800000000000004, 0, 0.374674619555102, 0, 1.23999999999999, 0, 0.5, 92.9286548887755, 0.0505240519862818, 0.78072954428597, 0.369714619555102, 0.227997481880444
306,0.350995002745445,3.17,0.49,0, 3.21507574870348E-14,3.53773853225374,3.50179648848904, 0.800000000000003, 0, 0.371714619555102, 0, 0.5, 0, 0.49, 92.9186548887755, 0.0463580214649764, 0.796208149577676, 0.369714619555102, 0.227997481880444
307,0.351923203670362,4.36,0.02,0, 2.03301026761112E-14,4.86578548915656,3.76648465917033, 0.800000000000002, 0, 0.371674619555102, 0, 0.489999999999995, 0, 0.02, 92.4486548887755, 0.0464684069172654, 0.796417319919456, 0.369714619555102, 0.227997481880444
308,0.382638217799722,4.15,0.06,0, 1.28126890438738E-14,4.63142426146783,3.93433006039416, 0.800000000000001, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.06, 92.4886548887755, 0.0499079919759882, 0.806248325983107, 0.369714619555102, 0.227997481880444
309,0.399433484700626,1.28,0,0, 8.04809978033588E-15,1.42848748305514,3.44806009231776, 0.800000000000001, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0, 92.4286548887755, 0.0521527414358966, 0.805411644615988, 0.369714619555102, 0.227997481880444
310,0.351210711103453,0.05,0.42,0, 5.03847107587815E-15,0.0558002923068414,2.78977689465183, 0.8, 0, 0.369714619555102, 0, 0, 0, 0.42, 92.8486548887755, 0.0457851054293047, 0.806666666666667, 0.369714619555102, 0.227997481880444
311,0.286991990992903,-2.03,0.61,0, 3.14381179594198E-15,-0.406,2.16962208421204, 0.8, 0, 0.371394619555102, 0, 0.420000000000002, 0, 0.61, 93.0386548887755, 0.0378252626575654, 0.797881512311915, 0.369714619555102, 0.227997481880444
312,0.234195569704735,-2.49,0.58,0, 1.95508957623478E-15,-0.498,1.65195807871526, 0.8, 0, 0.372154619555102, 0, 0.609999999999999, 0, 0.58, 93.0086548887755, 0.031021262633941, 0.793907275818098, 0.369714619555102, 0.227997481880444
313,0.195369096389827,-3.65,1.48,0, 1.21179493537913E-15,-0.73,1.18972845209355, 0.8, 0, 0.372034619555102, 0, 0.579999999999998, 0, 1.48, 93.9086548887755, 0.0258579165022797, 0.794534786843438, 0.369714619555102, 0.227997481880444
314,0.1596594160244,-3.74,1.77,0, 7.48589890184395E-16,-0.748,0.813703572852789, 0.8, 0, 0.375634619555102, 0, 1.48, 0, 1.77, 94.1986548887755, 0.0216444237690508, 0.775709456083254, 0.369714619555102, 0.227997481880444
315,0.135346079862204,-2.49,3.79,0, 4.60904696912616E-16,-0.498,0.55916162346419, 0.8, 0, 0.376794619555102, 0, 1.77, 0, 3.79, 96.2186548887755, 0.0184929690944544, 0.76964351617164, 0.369714619555102, 0.227997481880444
316,0.114132616344901,-2.27,0.05,0, 2.82833378891062E-16,-0.454,0.362553075603479, 0.8, 0, 0.384874619555102, 0, 3.79000000000001, 0, 0.05, 92.4786548887755, 0.0165003198652658, 0.727391107132118, 0.369714619555102, 0.227997481880444
317,0.115211803119887,-2.44,0.16,0, 1.72982648264045E-16,-0.488,0.197499444277527, 0.8, 0, 0.369914619555102, 0, 0.0499999999999972, 0, 0.16, 92.5886548887755, 0.0150389277326733, 0.805620814957768, 0.369714619555102, 0.227997481880444
318,0.105910479720654,-2.9,0.06,0, 1.05445189848832E-16,-0.58,0.0466221970923774, 0.8, 0, 0.370354619555102, 0, 0.159999999999997, 0, 0.06, 92.4886548887755, 0.0138643963335602, 0.80331994119819, 0.369714619555102, 0.227997481880444
319,0.0982831821192988,-1.49,0.01,0, 6.40624223402601E-17,-0.298,-0.0202532827538001, 0.8, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0.01, 92.4386548887755, 0.0128325180058619, 0.805411644615988, 0.369714619555102, 0.227997481880444
320,0.0950011347759548,-0.86,1.02,0, 3.8791117515805E-17,-0.172,-0.0497004124411592, 0.8, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 1.02, 93.4486548887755, 0.0123879055977114, 0.806457496324887, 0.369714619555102, 0.227997481880444
321,0.0910689771925548,-1.78,0.53,0, 2.34106556978338E-17,-0.356,-0.109139218378529, 0.8, 0, 0.373794619555102, 0, 1.02, 0, 0.53, 92.9586548887755, 0.0121946161339837, 0.785331291805126, 0.369714619555102, 0.227997481880444
322,0.0893408676204294,-2.89,0.96,0, 1.40814447715633E-17,-0.578,-0.200123751634188, 0.8, 0, 0.371834619555102, 0, 0.530000000000001, 0, 0.96, 93.3886548887755, 0.0118090928608569, 0.795580638552337, 0.369714619555102, 0.227997481880444
323,0.0840064332089142,-3.44,0.72,0, 8.44176399077295E-18,-0.688,-0.29479832132324, 0.8, 0, 0.373554619555102, 0, 0.959999999999994, 0, 0.72, 93.1486548887755, 0.011230956298928, 0.786586313855805, 0.369714619555102, 0.227997481880444
324,0.0801300214608816,-5.32,2.09,0, 5.04395900411366E-18,-1.064,-0.44406534995345, 0.8, 0, 0.372594619555102, 0, 0.719999999999999, 0, 2.09, 94.5186548887755, 0.0106447762864396, 0.79160640205852, 0.369714619555102, 0.227997481880444
325,0.0707556810044353,-7.18,0.59,0, 3.00373933374429E-18,-1.436,-0.636554708612293, 0.8, 0, 0.378074619555102, 0, 2.09, 0, 0.59, 93.0186548887755, 0.00975249594105172, 0.762950065234686, 0.369714619555102, 0.227997481880444
326,0.0654094523796759,-9.77,0.08,0, 1.78281092561212E-18,-1.954,-0.89221086418205, 0.8, 0, 0.372074619555102, 0, 0.590000000000003, 0, 0.08, 92.5086548887755, 0.00865949412854214, 0.794325616501658, 0.369714619555102, 0.227997481880444
327,0.0559439795328999,-9.59,0.01,0, 1.05463136669761E-18,-1.918,-1.09126983733471, 0.8, 0, 0.370034619555102, 0, 0.0799999999999983, 0, 0.01, 92.4386548887755, 0.00730822089940462, 0.804993303932428, 0.369714619555102, 0.227997481880444
328,0.048585430328571,-9.18,0.26,0, 6.21796728370525E-19,-1.836,-1.23578805875041, 0.8, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.26, 92.6886548887755, 0.00633541615849055, 0.806457496324887, 0.369714619555102, 0.227997481880444
329,0.0432208150204814,-12.89,0.4,0, 3.65383164748719E-19,-2.578,-1.49625029357934, 0.8, 0, 0.370754619555102, 0, 0.260000000000005, 0, 0.4, 92.8286548887755, 0.0056726669046824, 0.801228237780391, 0.369714619555102, 0.227997481880444
330,0.0346971010134976,-12.09,0.03,0, 2.1399369872924E-19,-2.418,-1.67511994978559, 0.8, 0, 0.371314619555102, 0, 0.400000000000006, 0, 0.03, 92.4586548887755, 0.00457064739381843, 0.798299852995474, 0.369714619555102, 0.227997481880444
331,0.0297605515294063,-5.82,2.83,0, 1.24912468006993E-19,-1.164,-1.57593483579915, 0.8, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 2.83, 95.2586548887755, 0.00388271410505148, 0.806039155641327, 0.369714619555102, 0.227997481880444
332,0.0302603263932141,-8.88,0.24,0, 7.2671302604661E-20,-1.776,-1.61475837638742, 0.8, 0, 0.381034619555102, 0, 2.83, 0, 0.24, 92.6686548887755, 0.00425725408131722, 0.74747145994298, 0.369714619555102, 0.227997481880444
333,0.031320292532718,-14,0.11,0, 4.21378576999162E-20,-2.8,-1.84475981849275, 0.8, 0, 0.370674619555102, 0, 0.239999999999995, 0, 0.11, 92.5386548887755, 0.00410859604621731, 0.801646578463951, 0.369714619555102, 0.227997481880444
334,0.0251046095215664,-15.5,0.02,0, 2.43519818427965E-20,-3.1,-2.08834479406529, 0.8, 0, 0.370154619555102, 0, 0.109999999999999, 0, 0.02, 92.4486548887755, 0.00328208976633205, 0.804365792907089, 0.369714619555102, 0.227997481880444
335,0.0192274927908354,-14.33,0.12,0, 1.40264743572865E-20,-2.866,-2.23925226749719, 0.8, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.12, 92.5486548887755, 0.00250786646833499, 0.806248325983107, 0.369714619555102, 0.227997481880444
336,0.0159086691325295,-12.79,0.04,0, 8.05220985090131E-21,-2.558,-2.3011066916778, 0.8, 0, 0.370194619555102, 0, 0.120000000000005, 0, 0.04, 92.4686548887755, 0.00208038533667729, 0.804156622565309, 0.369714619555102, 0.227997481880444
337,0.0146874784855768,-8.25,0.43,0, 4.60716746800396E-21,-1.65,-2.17475652385812, 0.8, 0, 0.369874619555102, 0, 0.0400000000000063, 0, 0.43, 92.8586548887755, 0.00191670112271773, 0.805829985299547, 0.369714619555102, 0.227997481880444
338,0.017129176843393,-7.74,0.9,0, 2.6272733764137E-21,-1.548,-2.05313161509318, 0.8, 0, 0.371434619555102, 0, 0.430000000000007, 0, 0.9, 93.3286548887755, 0.00225820069478936, 0.797672341970134, 0.369714619555102, 0.227997481880444
339,0.0195788587248758,-8.94,0.13,0, 1.49323748179067E-21,-1.788,-2.0016816384772, 0.8, 0, 0.373314619555102, 0, 0.900000000000006, 0, 0.13, 92.5586548887755, 0.00261335968255457, 0.787841335906483, 0.369714619555102, 0.227997481880444
340,0.0211873587732392,-9.42,0.95,0, 8.4587239512711E-22,-1.884,-1.97884498979744, 0.8, 0, 0.370234619555102, 0, 0.129999999999995, 0, 0.95, 93.3786548887755, 0.00277140333293119, 0.803947452223529, 0.369714619555102, 0.227997481880444
341,0.0212713068072565,-20.36,0.59,0, 4.77565750765734E-22,-4.072,-2.38503108831565, 0.8, 0, 0.373514619555102, 0, 0.950000000000003, 0, 0.59, 93.0186548887755, 0.00284303947948098, 0.786795484197584, 0.369714619555102, 0.227997481880444
342,0.0128812425703929,-23.11,0.29,0, 2.68728573131327E-22,-4.622,-2.81912491811551, 0.8, 0, 0.372074619555102, 0, 0.590000000000003, 0, 0.29, 92.7186548887755, 0.00170533524358483, 0.794325616501658, 0.369714619555102, 0.227997481880444
343,0.00615998953385118,-19.45,1.28,0, 1.50711666050248E-22,-3.89,-3.02693302090334, 0.8, 0, 0.370874619555102, 0, 0.290000000000006, 0, 1.28, 93.7086548887755, 0.000809123046896738, 0.800600726755052, 0.369714619555102, 0.227997481880444
344,0.0036858044303848,-19.39,3.01,0, 8.42426940849719E-23,-3.878,-3.19208637750233, 0.8, 0, 0.374834619555102, 0, 1.28, 0, 3.01, 95.4386548887755, 0.00049699030767973, 0.779892862918851, 0.369714619555102, 0.227997481880444
345,0.00214219348382202,-16.18,0.03,0, 4.69320986895875E-23,-3.236,-3.20060801250174, 0.8, 0, 0.381754619555102, 0, 3.01000000000001, 0, 0.03, 92.4586548887755, 0.000302905916420086, 0.743706393790943, 0.369714619555102, 0.227997481880444
346,0.00225492053411849,-12.41,0.05,0, 2.60591385579384E-23,-2.482,-3.06115891124585, 0.8, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.05, 92.4786548887755, 0.000294188491599058, 0.806039155641327, 0.369714619555102, 0.227997481880444
347,0.00346917810939783,-15.93,2.01,0, 1.44212360852403E-23,-3.186,-3.08538488329696, 0.8, 0, 0.369914619555102, 0, 0.0499999999999972, 0, 2.01, 94.4386548887755, 0.000452841787613693, 0.805620814957768, 0.369714619555102, 0.227997481880444
348,0.00307444121641976,-23.88,0.76,0, 7.95421397816087E-24,-4.776,-3.41345631374638, 0.8, 0, 0.377754619555102, 0, 2.01000000000001, 0, 0.76, 93.1886548887755, 0.00042283328824688, 0.764623427968924, 0.369714619555102, 0.227997481880444
349,0.000885383959924065,-24.67,0.82,0, 4.3726468622187E-24,-4.934,-3.70852462189146, 0.8, 0, 0.372754619555102, 0, 0.760000000000005, 0, 0.82, 93.2486548887755, 0.000117742213427453, 0.790769720691401, 0.369714619555102, 0.227997481880444
350,3.36126903654356E-05,-28.07,0.23,0, 2.39576321053318E-24,-5.614,-4.07829064776334, 0.8, 0, 0.372994619555102, 0, 0.819999999999993, 0, 0.23, 92.6586548887755, 4.47706739965043E-06, 0.789514698640722, 0.369714619555102, 0.227997481880444
351,0,-29.13,0,0, 1.30826502155642E-24,-5.826,-4.41744147016713, 0.8, 0, 0.370634619555102, 0, 0.230000000000004, 0, 0, 92.4286548887755, 0, 0.801855748805731, 0.369714619555102, 0.227997481880444
352,0,-28.79,0.03,0, 7.12032669172652E-25,-5.758,-4.67758285311011, 0.8, 0, 0.369714619555102, 0, 0, 0, 0.03, 92.4586548887755, 0, 0.806666666666667, 0.369714619555102, 0.227997481880444
353,0,-29.35,0.17,0, 3.86239300694948E-25,-5.87,-4.90897673762445, 0.8, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.17, 92.5986548887755, 0, 0.806039155641327, 0.369714619555102, 0.227997481880444
354,0,-30.57,0.06,0, 2.08816761331362E-25,-6.114,-5.14281689527271, 0.8, 0, 0.370394619555102, 0, 0.170000000000002, 0, 0.06, 92.4886548887755, 0, 0.80311077085641, 0.369714619555102, 0.227997481880444
355,0,-23.73,0.66,0, 1.12519191029921E-25,-4.746,-5.06581280062549, 0.8, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0.66, 93.0886548887755, 0, 0.805411644615988, 0.369714619555102, 0.227997481880444
356,0,-27.06,1.54,0, 6.04282751704415E-26,-5.412,-5.13299197616934, 0.8, 0, 0.372354619555102, 0, 0.659999999999997, 0, 1.54, 93.9686548887755, 0, 0.792861424109199, 0.369714619555102, 0.227997481880444
357,0,-37.48,0.02,0, 3.23449248906692E-26,-7.496,-5.59154425982181, 0.8, 0, 0.375874619555102, 0, 1.54000000000001, 0, 0.02, 92.4486548887755, 0, 0.774454434032576, 0.369714619555102, 0.227997481880444
358,0,-27.67,0,0, 1.72553768098117E-26,-5.534,-5.58037753864005, 0.8, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0, 92.4286548887755, 0, 0.806248325983107, 0.369714619555102, 0.227997481880444
359,0,-17.82,1.28,0, 9.17476818207097E-27,-3.564,-5.18909045212815, 0.8, 0, 0.369714619555102, 0, 0, 0, 1.28, 93.7086548887755, 0, 0.806666666666667, 0.369714619555102, 0.227997481880444
360,0,-17.81,0.56,0, 4.86203525676624E-27,-3.562,-4.87334626717062, 0.8, 0, 0.374834619555102, 0, 1.28, 0, 0.56, 92.9886548887755, 0, 0.779892862918851, 0.369714619555102, 0.227997481880444
361,0,-16.63,0.22,0, 2.56799077627697E-27,-3.326,-4.57307679823247, 0.8, 0, 0.371954619555102, 0, 0.560000000000002, 0, 0.22, 92.6486548887755, 0, 0.794953127526997, 0.369714619555102, 0.227997481880444
362,0,-21.66,0.01,0, 1.35182715749955E-27,-4.332,-4.52629476649568, 0.8, 0, 0.370594619555102, 0, 0.219999999999999, 0, 0.01, 92.4386548887755, 0, 0.802064919147511, 0.369714619555102, 0.227997481880444
363,0,-20.06,0,0, 7.0925307294244E-28,-4.012,-4.42649356511643, 0.8, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0, 92.4286548887755, 0, 0.806457496324887, 0.369714619555102, 0.227997481880444
364,0,-13.33,1.7,0, 3.70880190209401E-28,-2.666,-4.08486190898225, 0.8, 0, 0.369714619555102, 0, 0, 0, 1.7, 94.1286548887755, 0, 0.806666666666667, 0.369714619555102, 0.227997481880444
365,0,-2.92,0.1,0, 1.93294011683886E-28,-0.584,-3.40550398597639, 0.8, 0, 0.376514619555102, 0, 1.7, 0, 0.1, 92.5286548887755, 0, 0.771107708564099, 0.369714619555102, 0.227997481880444
